,Time / Date,Active Time/Date,Area,Description,Device
2432,2023-09-02 오후 10:24,2023-09-02 오후 10:24,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2439,2023-09-02 오후 10:23,2023-09-02 오후 10:23,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2440,2023-09-02 오후 10:23,2023-09-02 오후 10:23,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2453,2023-09-02 오후 10:21,2023-09-02 오후 10:21,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2454,2023-09-02 오후 10:21,2023-09-02 오후 10:21,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2455,2023-09-02 오후 10:21,2023-09-02 오후 10:21,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2456,2023-09-02 오후 10:21,2023-09-02 오후 10:21,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2457,2023-09-02 오후 10:20,2023-09-02 오후 10:20,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2463,2023-09-02 오후 10:19,2023-09-02 오후 10:19,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2464,2023-09-02 오후 10:19,2023-09-02 오후 10:19,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2466,2023-09-02 오후 10:19,2023-09-02 오후 10:19,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2467,2023-09-02 오후 10:19,2023-09-02 오후 10:19,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2470,2023-09-02 오후 10:19,2023-09-02 오후 10:19,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2471,2023-09-02 오후 10:19,2023-09-02 오후 10:19,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2478,2023-09-02 오후 10:18,2023-09-02 오후 10:18,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2479,2023-09-02 오후 10:18,2023-09-02 오후 10:18,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2486,2023-09-02 오후 10:15,2023-09-02 오후 10:15,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2487,2023-09-02 오후 10:15,2023-09-02 오후 10:15,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2488,2023-09-02 오후 10:13,2023-09-02 오후 10:13,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2489,2023-09-02 오후 10:13,2023-09-02 오후 10:13,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2492,2023-09-02 오후 10:12,2023-09-02 오후 10:12,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2493,2023-09-02 오후 10:12,2023-09-02 오후 10:12,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2497,2023-09-02 오후 10:06,2023-09-02 오후 10:06,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2498,2023-09-02 오후 10:06,2023-09-02 오후 10:06,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2503,2023-09-02 오후 10:05,2023-09-02 오후 10:05,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2504,2023-09-02 오후 10:05,2023-09-02 오후 10:05,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2507,2023-09-02 오후 10:05,2023-09-02 오후 10:05,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2508,2023-09-02 오후 10:05,2023-09-02 오후 10:05,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2515,2023-09-02 오후 10:03,2023-09-02 오후 10:03,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2516,2023-09-02 오후 10:03,2023-09-02 오후 10:03,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2518,2023-09-02 오후 10:03,2023-09-02 오후 10:03,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2520,2023-09-02 오후 10:03,2023-09-02 오후 10:03,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2521,2023-09-02 오후 10:03,2023-09-02 오후 10:03,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2524,2023-09-02 오후 10:01,2023-09-02 오후 10:01,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2525,2023-09-02 오후 10:01,2023-09-02 오후 10:01,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2528,2023-09-02 오후 9:59,2023-09-02 오후 9:59,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2529,2023-09-02 오후 9:59,2023-09-02 오후 9:59,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2530,2023-09-02 오후 9:59,2023-09-02 오후 9:59,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2531,2023-09-02 오후 9:59,2023-09-02 오후 9:59,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2534,2023-09-02 오후 9:57,2023-09-02 오후 9:57,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2535,2023-09-02 오후 9:57,2023-09-02 오후 9:57,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2536,2023-09-02 오후 9:57,2023-09-02 오후 9:57,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2537,2023-09-02 오후 9:57,2023-09-02 오후 9:57,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2538,2023-09-02 오후 9:57,2023-09-02 오후 9:57,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2539,2023-09-02 오후 9:57,2023-09-02 오후 9:57,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2540,2023-09-02 오후 9:55,2023-09-02 오후 9:55,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2541,2023-09-02 오후 9:55,2023-09-02 오후 9:55,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2545,2023-09-02 오후 9:51,2023-09-02 오후 9:51,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2546,2023-09-02 오후 9:51,2023-09-02 오후 9:51,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2547,2023-09-02 오후 9:51,2023-09-02 오후 9:50,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2548,2023-09-02 오후 9:51,2023-09-02 오후 9:50,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2553,2023-09-02 오후 9:49,2023-09-02 오후 9:49,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2554,2023-09-02 오후 9:49,2023-09-02 오후 9:49,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2555,2023-09-02 오후 9:49,2023-09-02 오후 9:49,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2556,2023-09-02 오후 9:49,2023-09-02 오후 9:49,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2557,2023-09-02 오후 9:48,2023-09-02 오후 9:48,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2558,2023-09-02 오후 9:48,2023-09-02 오후 9:48,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2568,2023-09-02 오후 9:45,2023-09-02 오후 9:45,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2569,2023-09-02 오후 9:45,2023-09-02 오후 9:45,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2570,2023-09-02 오후 9:45,2023-09-02 오후 9:45,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2571,2023-09-02 오후 9:45,2023-09-02 오후 9:45,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2579,2023-09-02 오후 9:42,2023-09-02 오후 9:42,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2580,2023-09-02 오후 9:42,2023-09-02 오후 9:42,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2587,2023-09-02 오후 9:40,2023-09-02 오후 9:40,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2588,2023-09-02 오후 9:40,2023-09-02 오후 9:40,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2596,2023-09-02 오후 9:39,2023-09-02 오후 9:38,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2597,2023-09-02 오후 9:39,2023-09-02 오후 9:38,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2600,2023-09-02 오후 9:38,2023-09-02 오후 9:38,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2601,2023-09-02 오후 9:38,2023-09-02 오후 9:38,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2602,2023-09-02 오후 9:38,2023-09-02 오후 9:38,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2603,2023-09-02 오후 9:38,2023-09-02 오후 9:38,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2613,2023-09-02 오후 9:37,2023-09-02 오후 9:37,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2614,2023-09-02 오후 9:37,2023-09-02 오후 9:37,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2615,2023-09-02 오후 9:37,2023-09-02 오후 9:37,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2616,2023-09-02 오후 9:37,2023-09-02 오후 9:37,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2617,2023-09-02 오후 9:37,2023-09-02 오후 9:37,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2620,2023-09-02 오후 9:36,2023-09-02 오후 9:36,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2621,2023-09-02 오후 9:36,2023-09-02 오후 9:36,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2622,2023-09-02 오후 9:36,2023-09-02 오후 9:36,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2625,2023-09-02 오후 9:36,2023-09-02 오후 9:36,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2626,2023-09-02 오후 9:36,2023-09-02 오후 9:36,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2634,2023-09-02 오후 9:34,2023-09-02 오후 9:34,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2635,2023-09-02 오후 9:34,2023-09-02 오후 9:34,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2636,2023-09-02 오후 9:34,2023-09-02 오후 9:34,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2639,2023-09-02 오후 9:34,2023-09-02 오후 9:34,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2640,2023-09-02 오후 9:34,2023-09-02 오후 9:34,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2643,2023-09-02 오후 9:33,2023-09-02 오후 9:33,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2648,2023-09-02 오후 9:32,2023-09-02 오후 9:32,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2649,2023-09-02 오후 9:32,2023-09-02 오후 9:32,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2656,2023-09-02 오후 9:32,2023-09-02 오후 9:32,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2657,2023-09-02 오후 9:32,2023-09-02 오후 9:32,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2668,2023-09-02 오후 9:31,2023-09-02 오후 9:31,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2669,2023-09-02 오후 9:31,2023-09-02 오후 9:31,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2670,2023-09-02 오후 9:31,2023-09-02 오후 9:31,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2671,2023-09-02 오후 9:31,2023-09-02 오후 9:31,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2672,2023-09-02 오후 9:30,2023-09-02 오후 9:30,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2673,2023-09-02 오후 9:30,2023-09-02 오후 9:30,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2682,2023-09-02 오후 9:29,2023-09-02 오후 9:29,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2687,2023-09-02 오후 9:28,2023-09-02 오후 9:28,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2688,2023-09-02 오후 9:28,2023-09-02 오후 9:28,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2691,2023-09-02 오후 9:27,2023-09-02 오후 9:27,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2692,2023-09-02 오후 9:27,2023-09-02 오후 9:27,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2695,2023-09-02 오후 9:27,2023-09-02 오후 9:27,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2696,2023-09-02 오후 9:27,2023-09-02 오후 9:27,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2697,2023-09-02 오후 9:27,2023-09-02 오후 9:27,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2698,2023-09-02 오후 9:27,2023-09-02 오후 9:27,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2699,2023-09-02 오후 9:26,2023-09-02 오후 9:26,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2700,2023-09-02 오후 9:26,2023-09-02 오후 9:26,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2703,2023-09-02 오후 9:26,2023-09-02 오후 9:26,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2704,2023-09-02 오후 9:26,2023-09-02 오후 9:26,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2710,2023-09-02 오후 9:25,2023-09-02 오후 9:25,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2711,2023-09-02 오후 9:25,2023-09-02 오후 9:25,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2713,2023-09-02 오후 9:25,2023-09-02 오후 9:25,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2714,2023-09-02 오후 9:25,2023-09-02 오후 9:25,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2715,2023-09-02 오후 9:25,2023-09-02 오후 9:25,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2716,2023-09-02 오후 9:24,2023-09-02 오후 9:24,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2717,2023-09-02 오후 9:24,2023-09-02 오후 9:24,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2720,2023-09-02 오후 9:23,2023-09-02 오후 9:23,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2721,2023-09-02 오후 9:23,2023-09-02 오후 9:23,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2732,2023-09-02 오후 9:23,2023-09-02 오후 9:23,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2733,2023-09-02 오후 9:23,2023-09-02 오후 9:23,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2734,2023-09-02 오후 9:22,2023-09-02 오후 9:22,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2735,2023-09-02 오후 9:22,2023-09-02 오후 9:22,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2736,2023-09-02 오후 9:22,2023-09-02 오후 9:22,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2737,2023-09-02 오후 9:22,2023-09-02 오후 9:22,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2740,2023-09-02 오후 9:21,2023-09-02 오후 9:21,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2746,2023-09-02 오후 9:20,2023-09-02 오후 9:20,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2750,2023-09-02 오후 9:19,2023-09-02 오후 9:19,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2751,2023-09-02 오후 9:19,2023-09-02 오후 9:19,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2752,2023-09-02 오후 9:19,2023-09-02 오후 9:19,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  ,                    
2754,2023-09-02 오후 9:19,2023-09-02 오후 9:19,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2755,2023-09-02 오후 9:19,2023-09-02 오후 9:19,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2758,2023-09-02 오후 9:18,2023-09-02 오후 9:18,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2759,2023-09-02 오후 9:18,2023-09-02 오후 9:18,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2760,2023-09-02 오후 9:18,2023-09-02 오후 9:18,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2761,2023-09-02 오후 9:18,2023-09-02 오후 9:18,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2768,2023-09-02 오후 9:17,2023-09-02 오후 9:17,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2769,2023-09-02 오후 9:17,2023-09-02 오후 9:17,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2772,2023-09-02 오후 9:17,2023-09-02 오후 9:17,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2773,2023-09-02 오후 9:17,2023-09-02 오후 9:17,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2774,2023-09-02 오후 9:17,2023-09-02 오후 9:17,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2775,2023-09-02 오후 9:17,2023-09-02 오후 9:17,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2778,2023-09-02 오후 9:16,2023-09-02 오후 9:16,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2779,2023-09-02 오후 9:16,2023-09-02 오후 9:16,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2780,2023-09-02 오후 9:16,2023-09-02 오후 9:16,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2781,2023-09-02 오후 9:16,2023-09-02 오후 9:16,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2790,2023-09-02 오후 9:14,2023-09-02 오후 9:14,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2791,2023-09-02 오후 9:14,2023-09-02 오후 9:14,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2792,2023-09-02 오후 9:14,2023-09-02 오후 9:14,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2793,2023-09-02 오후 9:14,2023-09-02 오후 9:14,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2797,2023-09-02 오후 9:13,2023-09-02 오후 9:13,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2798,2023-09-02 오후 9:13,2023-09-02 오후 9:13,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2803,2023-09-02 오후 9:13,2023-09-02 오후 9:13,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2804,2023-09-02 오후 9:13,2023-09-02 오후 9:13,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2805,2023-09-02 오후 9:12,2023-09-02 오후 9:12,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2806,2023-09-02 오후 9:12,2023-09-02 오후 9:12,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2810,2023-09-02 오후 9:12,2023-09-02 오후 9:12,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2812,2023-09-02 오후 9:11,2023-09-02 오후 9:11,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2813,2023-09-02 오후 9:11,2023-09-02 오후 9:11,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2819,2023-09-02 오후 9:10,2023-09-02 오후 9:10,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2820,2023-09-02 오후 9:10,2023-09-02 오후 9:10,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2827,2023-09-02 오후 9:09,2023-09-02 오후 9:09,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2828,2023-09-02 오후 9:09,2023-09-02 오후 9:09,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2829,2023-09-02 오후 9:08,2023-09-02 오후 9:08,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2830,2023-09-02 오후 9:08,2023-09-02 오후 9:08,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2831,2023-09-02 오후 9:08,2023-09-02 오후 9:08,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2832,2023-09-02 오후 9:08,2023-09-02 오후 9:08,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2833,2023-09-02 오후 9:08,2023-09-02 오후 9:08,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2834,2023-09-02 오후 9:08,2023-09-02 오후 9:08,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
2839,2023-09-02 오후 9:07,2023-09-02 오후 9:07,UL03,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 3  OK ,                    
