,Time / Date,Active Time/Date,Area,Description,Device
148,2023-09-01 오전 8:36,2023-09-01 오전 8:36,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
149,2023-09-01 오전 8:36,2023-09-01 오전 8:36,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
155,2023-09-01 오전 8:36,2023-09-01 오전 6:08,UL01,200102 SRM Logging Tool is not connected to the PLC | Aisle 1  OK ,                    
175,2023-09-01 오전 8:34,2023-09-01 오전 8:34,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
176,2023-09-01 오전 8:34,2023-09-01 오전 8:34,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
182,2023-09-01 오전 8:34,2023-09-01 오전 8:34,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
183,2023-09-01 오전 8:34,2023-09-01 오전 8:34,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
223,2023-09-01 오전 8:27,2023-09-01 오전 8:27,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
224,2023-09-01 오전 8:27,2023-09-01 오전 8:27,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
225,2023-09-01 오전 8:27,2023-09-01 오전 8:27,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
226,2023-09-01 오전 8:27,2023-09-01 오전 8:27,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
261,2023-09-01 오전 8:25,2023-09-01 오전 8:25,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
262,2023-09-01 오전 8:25,2023-09-01 오전 8:25,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
266,2023-09-01 오전 8:25,2023-09-01 오전 8:25,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
267,2023-09-01 오전 8:25,2023-09-01 오전 8:25,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
277,2023-09-01 오전 8:24,2023-09-01 오전 8:24,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
278,2023-09-01 오전 8:24,2023-09-01 오전 8:24,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
279,2023-09-01 오전 8:24,2023-09-01 오전 8:24,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
280,2023-09-01 오전 8:24,2023-09-01 오전 8:24,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
287,2023-09-01 오전 8:23,2023-09-01 오전 8:23,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
288,2023-09-01 오전 8:23,2023-09-01 오전 8:23,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
289,2023-09-01 오전 8:23,2023-09-01 오전 8:23,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
290,2023-09-01 오전 8:23,2023-09-01 오전 8:23,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
295,2023-09-01 오전 8:23,2023-09-01 오전 8:23,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
315,2023-09-01 오전 8:17,2023-09-01 오전 8:17,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
316,2023-09-01 오전 8:17,2023-09-01 오전 8:17,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
317,2023-09-01 오전 8:17,2023-09-01 오전 8:17,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
318,2023-09-01 오전 8:17,2023-09-01 오전 8:17,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
354,2023-09-01 오전 8:11,2023-09-01 오전 8:11,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
355,2023-09-01 오전 8:11,2023-09-01 오전 8:11,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
381,2023-09-01 오전 8:04,2023-09-01 오전 8:04,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
382,2023-09-01 오전 8:04,2023-09-01 오전 8:04,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
385,2023-09-01 오전 8:03,2023-09-01 오전 8:03,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
386,2023-09-01 오전 8:03,2023-09-01 오전 8:03,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
387,2023-09-01 오전 8:03,2023-09-01 오전 8:03,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
388,2023-09-01 오전 8:03,2023-09-01 오전 8:03,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
391,2023-09-01 오전 8:02,2023-09-01 오전 8:02,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
392,2023-09-01 오전 8:02,2023-09-01 오전 8:02,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
393,2023-09-01 오전 8:02,2023-09-01 오전 8:02,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
394,2023-09-01 오전 8:02,2023-09-01 오전 8:02,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
399,2023-09-01 오전 8:00,2023-09-01 오전 8:00,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
400,2023-09-01 오전 8:00,2023-09-01 오전 8:00,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
401,2023-09-01 오전 8:00,2023-09-01 오전 8:00,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
402,2023-09-01 오전 8:00,2023-09-01 오전 8:00,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
405,2023-09-01 오전 7:58,2023-09-01 오전 7:58,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
406,2023-09-01 오전 7:58,2023-09-01 오전 7:58,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
407,2023-09-01 오전 7:57,2023-09-01 오전 7:57,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
408,2023-09-01 오전 7:57,2023-09-01 오전 7:57,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
443,2023-09-01 오전 7:51,2023-09-01 오전 7:51,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
444,2023-09-01 오전 7:51,2023-09-01 오전 7:51,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
445,2023-09-01 오전 7:50,2023-09-01 오전 7:50,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
446,2023-09-01 오전 7:50,2023-09-01 오전 7:50,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
692,2023-09-01 오전 6:33,2023-09-01 오전 6:33,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
693,2023-09-01 오전 6:33,2023-09-01 오전 6:33,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
694,2023-09-01 오전 6:33,2023-09-01 오전 6:33,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
695,2023-09-01 오전 6:33,2023-09-01 오전 6:33,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
696,2023-09-01 오전 6:32,2023-09-01 오전 6:32,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
697,2023-09-01 오전 6:32,2023-09-01 오전 6:32,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
698,2023-09-01 오전 6:32,2023-09-01 오전 6:32,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
699,2023-09-01 오전 6:32,2023-09-01 오전 6:32,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
700,2023-09-01 오전 6:31,2023-09-01 오전 6:31,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
701,2023-09-01 오전 6:31,2023-09-01 오전 6:31,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
702,2023-09-01 오전 6:31,2023-09-01 오전 6:31,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
703,2023-09-01 오전 6:31,2023-09-01 오전 6:31,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
739,2023-09-01 오전 6:08,2023-09-01 오전 6:08,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
740,2023-09-01 오전 6:08,2023-09-01 오전 6:08,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
741,2023-09-01 오전 6:08,2023-09-01 오전 5:18,UL01,200102 SRM Logging Tool is not connected to the PLC | Aisle 1  OK ,                    
742,2023-09-01 오전 6:08,2023-09-01 오전 6:08,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
743,2023-09-01 오전 6:08,2023-09-01 오전 6:08,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
747,2023-09-01 오전 6:06,2023-09-01 오전 6:06,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
748,2023-09-01 오전 6:06,2023-09-01 오전 6:06,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
749,2023-09-01 오전 6:05,2023-09-01 오전 6:05,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
750,2023-09-01 오전 6:05,2023-09-01 오전 6:05,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
756,2023-09-01 오전 6:04,2023-09-01 오전 6:04,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
757,2023-09-01 오전 6:04,2023-09-01 오전 6:04,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
758,2023-09-01 오전 6:03,2023-09-01 오전 6:03,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
759,2023-09-01 오전 6:03,2023-09-01 오전 6:03,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
764,2023-09-01 오전 6:02,2023-09-01 오전 6:02,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
765,2023-09-01 오전 6:02,2023-09-01 오전 6:02,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
766,2023-09-01 오전 6:02,2023-09-01 오전 6:02,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
767,2023-09-01 오전 6:02,2023-09-01 오전 6:02,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
768,2023-09-01 오전 6:02,2023-09-01 오전 6:02,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
774,2023-09-01 오전 6:01,2023-09-01 오전 6:01,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
775,2023-09-01 오전 6:01,2023-09-01 오전 6:01,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
776,2023-09-01 오전 6:01,2023-09-01 오전 6:01,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
777,2023-09-01 오전 6:01,2023-09-01 오전 6:01,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
784,2023-09-01 오전 6:00,2023-09-01 오전 6:00,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
785,2023-09-01 오전 6:00,2023-09-01 오전 6:00,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
786,2023-09-01 오전 5:59,2023-09-01 오전 5:59,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
787,2023-09-01 오전 5:59,2023-09-01 오전 5:59,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
788,2023-09-01 오전 5:58,2023-09-01 오전 5:58,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
789,2023-09-01 오전 5:58,2023-09-01 오전 5:58,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
790,2023-09-01 오전 5:58,2023-09-01 오전 5:58,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
791,2023-09-01 오전 5:58,2023-09-01 오전 5:58,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
792,2023-09-01 오전 5:57,2023-09-01 오전 5:57,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
793,2023-09-01 오전 5:57,2023-09-01 오전 5:57,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
794,2023-09-01 오전 5:57,2023-09-01 오전 5:57,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
795,2023-09-01 오전 5:57,2023-09-01 오전 5:57,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
796,2023-09-01 오전 5:56,2023-09-01 오전 5:56,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
797,2023-09-01 오전 5:56,2023-09-01 오전 5:56,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
801,2023-09-01 오전 5:55,2023-09-01 오전 5:55,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
802,2023-09-01 오전 5:55,2023-09-01 오전 5:55,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
803,2023-09-01 오전 5:55,2023-09-01 오전 5:55,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
804,2023-09-01 오전 5:55,2023-09-01 오전 5:55,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
805,2023-09-01 오전 5:54,2023-09-01 오전 5:54,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
806,2023-09-01 오전 5:54,2023-09-01 오전 5:54,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
807,2023-09-01 오전 5:54,2023-09-01 오전 5:54,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
808,2023-09-01 오전 5:54,2023-09-01 오전 5:54,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
809,2023-09-01 오전 5:53,2023-09-01 오전 5:53,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
810,2023-09-01 오전 5:53,2023-09-01 오전 5:53,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
811,2023-09-01 오전 5:53,2023-09-01 오전 5:53,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
812,2023-09-01 오전 5:53,2023-09-01 오전 5:53,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
813,2023-09-01 오전 5:51,2023-09-01 오전 5:51,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
814,2023-09-01 오전 5:51,2023-09-01 오전 5:51,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
815,2023-09-01 오전 5:51,2023-09-01 오전 5:51,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
816,2023-09-01 오전 5:51,2023-09-01 오전 5:51,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
817,2023-09-01 오전 5:50,2023-09-01 오전 5:50,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
818,2023-09-01 오전 5:50,2023-09-01 오전 5:50,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
819,2023-09-01 오전 5:49,2023-09-01 오전 5:49,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
820,2023-09-01 오전 5:49,2023-09-01 오전 5:49,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
821,2023-09-01 오전 5:48,2023-09-01 오전 5:48,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
822,2023-09-01 오전 5:48,2023-09-01 오전 5:48,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
823,2023-09-01 오전 5:48,2023-09-01 오전 5:48,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
824,2023-09-01 오전 5:48,2023-09-01 오전 5:48,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
825,2023-09-01 오전 5:47,2023-09-01 오전 5:47,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
826,2023-09-01 오전 5:47,2023-09-01 오전 5:47,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
827,2023-09-01 오전 5:46,2023-09-01 오전 5:46,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
828,2023-09-01 오전 5:46,2023-09-01 오전 5:46,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
829,2023-09-01 오전 5:43,2023-09-01 오전 5:42,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
830,2023-09-01 오전 5:43,2023-09-01 오전 5:42,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
832,2023-09-01 오전 5:42,2023-09-01 오전 5:42,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
833,2023-09-01 오전 5:42,2023-09-01 오전 5:42,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
834,2023-09-01 오전 5:41,2023-09-01 오전 5:41,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
835,2023-09-01 오전 5:41,2023-09-01 오전 5:41,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
838,2023-09-01 오전 5:39,2023-09-01 오전 5:39,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
839,2023-09-01 오전 5:39,2023-09-01 오전 5:39,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
842,2023-09-01 오전 5:39,2023-09-01 오전 5:39,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
843,2023-09-01 오전 5:39,2023-09-01 오전 5:39,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
854,2023-09-01 오전 5:37,2023-09-01 오전 5:37,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
855,2023-09-01 오전 5:37,2023-09-01 오전 5:37,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
867,2023-09-01 오전 5:35,2023-09-01 오전 5:35,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
868,2023-09-01 오전 5:35,2023-09-01 오전 5:35,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
869,2023-09-01 오전 5:35,2023-09-01 오전 5:35,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
870,2023-09-01 오전 5:35,2023-09-01 오전 5:35,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
887,2023-09-01 오전 5:31,2023-09-01 오전 5:31,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
888,2023-09-01 오전 5:31,2023-09-01 오전 5:31,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
890,2023-09-01 오전 5:31,2023-09-01 오전 5:31,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
891,2023-09-01 오전 5:31,2023-09-01 오전 5:31,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
897,2023-09-01 오전 5:30,2023-09-01 오전 5:30,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
898,2023-09-01 오전 5:30,2023-09-01 오전 5:30,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
902,2023-09-01 오전 5:28,2023-09-01 오전 5:28,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
903,2023-09-01 오전 5:28,2023-09-01 오전 5:28,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
916,2023-09-01 오전 5:26,2023-09-01 오전 5:26,UL01,200108 Maintenance LED on SRM PLC is Active Indicating System Maintenance Required | Aisle 1  OK ,                    
